antigen_name,cancer_type,mean_tumor_expression,mean_normal_expression,stability_score,literature_support,immunogenicity_score,surface_accessibility,clinical_trials_count,viability_label,data_source,source_database,evidence_level
USP4,Leukemia,2.66,2.11,0.757,0.339,0.109,0.244,0,0,computationally_derived,CARVanta-Computed,computational
USP4,Renal Cancer,3.01,1.48,0.822,0.296,0.603,0.411,0,0,computationally_derived,CARVanta-Computed,computational
USP4,Colorectal Cancer,9.61,1.33,0.857,0.599,0.837,0.41,3,0,computationally_derived,CARVanta-Computed,computational
USP4,Glioblastoma,3.97,1.88,0.779,0.261,0.457,0.393,1,0,computationally_derived,CARVanta-Computed,computational
USP4,Endometrial Cancer,10.13,0.66,0.843,0.689,0.619,0.357,0,1,computationally_derived,CARVanta-Computed,computational
USP4,Breast Cancer,10.12,1.3,0.734,0.446,0.561,0.365,0,0,computationally_derived,CARVanta-Computed,computational
USP5,Head & Neck Cancer,11.49,2.68,0.916,0.326,0.625,0.721,0,0,computationally_derived,CARVanta-Computed,computational
USP5,Thyroid Cancer,2.58,0.74,0.806,0.451,0.653,0.469,0,0,computationally_derived,CARVanta-Computed,computational
USP5,Endometrial Cancer,1.2,1.8,0.867,0.297,0.319,0.265,0,0,computationally_derived,CARVanta-Computed,computational
USP5,Lymphoma,3.02,2.93,0.783,0.547,0.332,0.423,0,0,computationally_derived,CARVanta-Computed,computational
USP5,Ovarian Cancer,3.44,0.79,0.887,0.632,0.707,0.528,0,1,computationally_derived,CARVanta-Computed,computational
USP5,Bladder Cancer,1.92,1.45,0.719,0.825,0.329,0.635,0,0,computationally_derived,CARVanta-Computed,computational
USP6,Glioblastoma,3.36,1.5,0.902,0.561,0.686,0.38,9,0,computationally_derived,CARVanta-Computed,computational
USP6,Breast Cancer,3.48,0.79,0.839,0.453,0.759,0.679,0,0,computationally_derived,CARVanta-Computed,computational
USP6,Myeloma,3.18,0.98,0.921,0.433,0.633,0.725,0,0,computationally_derived,CARVanta-Computed,computational
USP6,Liver Cancer,2.51,1.77,0.932,0.519,0.302,0.596,0,0,computationally_derived,CARVanta-Computed,computational
USP6,Ovarian Cancer,4.55,1.05,0.823,0.475,0.35,0.756,0,0,computationally_derived,CARVanta-Computed,computational
USP6,Endometrial Cancer,4.44,3.09,0.753,0.766,0.469,0.334,1,0,computationally_derived,CARVanta-Computed,computational
USP6,Thyroid Cancer,0.84,2.17,0.821,0.658,0.109,0.607,0,0,computationally_derived,CARVanta-Computed,computational
USP7,Lymphoma,11.2,2.86,0.86,0.566,0.435,0.557,0,0,computationally_derived,CARVanta-Computed,computational
USP7,Myeloma,7.39,2.04,0.893,0.831,0.514,0.576,0,1,computationally_derived,CARVanta-Computed,computational
USP7,Bladder Cancer,1.21,2.5,0.775,0.78,0.341,0.332,24,0,computationally_derived,CARVanta-Computed,computational
USP7,Endometrial Cancer,3.79,2.1,0.96,0.45,0.485,0.736,3,0,computationally_derived,CARVanta-Computed,computational
USP7,Liver Cancer,3.89,0.67,0.805,0.753,0.932,0.628,0,1,computationally_derived,CARVanta-Computed,computational
USP7,Melanoma,4.02,0.9,0.666,0.46,0.607,0.475,0,0,computationally_derived,CARVanta-Computed,computational
USP7,Prostate Cancer,6.53,2.19,0.805,0.358,0.547,0.431,0,0,computationally_derived,CARVanta-Computed,computational
USP7,Pancreatic Cancer,1.2,1.62,0.955,0.752,0.442,0.405,4,0,computationally_derived,CARVanta-Computed,computational
USP7,Leukemia,3.64,1.22,0.876,0.798,0.66,0.72,2,1,computationally_derived,CARVanta-Computed,computational
USP8,Prostate Cancer,5.68,1.75,0.929,0.567,0.605,0.783,0,0,computationally_derived,CARVanta-Computed,computational
USP8,Lymphoma,6.54,0.83,0.758,0.74,0.917,0.457,0,1,computationally_derived,CARVanta-Computed,computational
USP8,Breast Cancer,3.64,1.33,0.849,0.423,0.693,0.678,0,0,computationally_derived,CARVanta-Computed,computational
USP8,Endometrial Cancer,1.57,1.34,0.852,0.811,0.159,0.425,0,0,computationally_derived,CARVanta-Computed,computational
USP8,Bladder Cancer,2.0,1.46,0.904,0.709,0.185,0.121,3,0,computationally_derived,CARVanta-Computed,computational
USP9,Colorectal Cancer,8.06,2.88,0.963,0.54,0.2,0.328,0,0,computationally_derived,CARVanta-Computed,computational
USP9,Lymphoma,3.38,0.39,0.745,0.635,0.809,0.438,2,0,computationally_derived,CARVanta-Computed,computational
USP9,Leukemia,4.7,2.84,0.69,0.786,0.65,0.726,0,0,computationally_derived,CARVanta-Computed,computational
USP9,Ovarian Cancer,3.95,1.43,0.967,0.664,0.555,0.619,0,1,computationally_derived,CARVanta-Computed,computational
USP9,Head & Neck Cancer,5.94,1.35,0.797,0.703,0.563,0.534,0,1,computationally_derived,CARVanta-Computed,computational
USP9,Glioblastoma,7.48,1.77,0.923,0.773,0.723,0.513,4,1,computationally_derived,CARVanta-Computed,computational
USP9,Lung Adenocarcinoma,4.04,0.93,0.818,0.312,0.656,0.487,0,0,computationally_derived,CARVanta-Computed,computational
USP9,Bladder Cancer,8.17,0.86,0.67,0.569,0.711,0.581,5,0,computationally_derived,CARVanta-Computed,computational
VCAM1,Bladder Cancer,2.17,3.08,0.819,0.782,0.501,0.776,0,0,computationally_derived,CARVanta-Computed,computational
VCAM1,Melanoma,3.93,1.89,0.877,0.692,0.607,0.823,0,0,computationally_derived,CARVanta-Computed,computational
VCAM1,Lymphoma,1.61,3.53,0.913,0.622,0.616,0.884,0,0,computationally_derived,CARVanta-Computed,computational
VCAM1,Gastric Cancer,8.87,3.6,0.384,0.522,0.34,0.885,0,0,computationally_derived,CARVanta-Computed,computational
VCAM1,Thyroid Cancer,2.5,6.29,0.859,0.413,0.415,0.819,2,0,computationally_derived,CARVanta-Computed,computational
VCAM1,Head & Neck Cancer,5.07,2.29,0.631,0.377,0.563,0.879,0,0,computationally_derived,CARVanta-Computed,computational
VCAM10A,Lymphoma,7.66,1.88,0.889,0.76,0.633,0.575,0,1,computationally_derived,CARVanta-Computed,computational
VCAM10A,Bladder Cancer,2.07,0.43,0.99,0.534,0.647,0.785,1,0,computationally_derived,CARVanta-Computed,computational
VCAM10A,Glioblastoma,5.35,3.94,0.885,0.585,0.478,0.892,14,0,computationally_derived,CARVanta-Computed,computational
VCAM10A,Renal Cancer,7.21,1.7,0.761,0.446,0.627,0.937,0,0,computationally_derived,CARVanta-Computed,computational
VCAM10A,Gastric Cancer,2.33,1.02,0.799,0.713,0.579,0.874,0,0,computationally_derived,CARVanta-Computed,computational
VCAM10A,Pancreatic Cancer,2.67,1.02,0.957,0.533,0.499,0.952,11,0,computationally_derived,CARVanta-Computed,computational
VCAM10A,Endometrial Cancer,3.21,3.43,0.716,0.15,0.332,0.86,2,0,computationally_derived,CARVanta-Computed,computational
VCAM10A,Lung Adenocarcinoma,1.79,2.0,0.907,0.356,0.491,0.636,1,0,computationally_derived,CARVanta-Computed,computational
VCAM10A,Liver Cancer,2.1,0.9,0.983,0.361,0.731,0.826,0,0,computationally_derived,CARVanta-Computed,computational
VCAM10B,Gastric Cancer,6.01,2.15,0.826,0.597,0.667,0.639,12,0,computationally_derived,CARVanta-Computed,computational
VCAM10B,Liver Cancer,4.0,4.0,0.674,0.627,0.229,0.869,0,0,computationally_derived,CARVanta-Computed,computational
VCAM10B,Melanoma,3.81,1.22,0.952,0.749,0.614,0.918,0,1,computationally_derived,CARVanta-Computed,computational
VCAM10B,Head & Neck Cancer,9.7,1.65,0.766,0.523,0.538,0.667,0,0,computationally_derived,CARVanta-Computed,computational
VCAM10B,Thyroid Cancer,1.76,0.5,0.805,0.516,0.498,0.727,0,0,computationally_derived,CARVanta-Computed,computational
VCAM10B,Endometrial Cancer,14.0,2.6,0.899,0.503,0.843,0.751,0,0,computationally_derived,CARVanta-Computed,computational
VCAM10B,Ovarian Cancer,6.52,0.87,0.866,0.477,0.747,0.882,0,0,computationally_derived,CARVanta-Computed,computational
VCAM10B,Pancreatic Cancer,1.6,3.41,0.868,0.665,0.369,0.743,0,0,computationally_derived,CARVanta-Computed,computational
VCAM10C,Colorectal Cancer,1.29,2.44,0.767,0.597,0.211,0.721,0,0,computationally_derived,CARVanta-Computed,computational
VCAM10C,Gastric Cancer,15.0,0.78,0.988,0.526,0.716,0.889,1,0,computationally_derived,CARVanta-Computed,computational
VCAM10C,Glioblastoma,6.28,0.87,0.842,0.549,0.801,0.946,5,0,computationally_derived,CARVanta-Computed,computational
VCAM10C,Renal Cancer,4.95,1.6,0.892,0.489,0.749,0.87,0,0,computationally_derived,CARVanta-Computed,computational
VCAM10C,Lung Adenocarcinoma,6.78,1.54,0.747,0.665,0.55,0.765,0,0,computationally_derived,CARVanta-Computed,computational
VCAM10C,Head & Neck Cancer,4.61,3.43,0.965,0.539,0.415,0.968,7,0,computationally_derived,CARVanta-Computed,computational
VCAM10C,Pancreatic Cancer,2.97,1.71,0.71,0.361,0.224,0.92,0,0,computationally_derived,CARVanta-Computed,computational
VCAM10C,Melanoma,3.83,3.01,0.391,0.728,0.234,0.79,0,0,computationally_derived,CARVanta-Computed,computational
VCAM10C,Bladder Cancer,4.41,0.63,0.522,0.673,0.59,0.815,10,0,computationally_derived,CARVanta-Computed,computational
VCAM10D,Glioblastoma,7.72,2.55,0.842,0.569,0.632,0.838,9,0,computationally_derived,CARVanta-Computed,computational
VCAM10D,Ovarian Cancer,3.02,2.6,0.652,0.759,0.17,0.953,0,0,computationally_derived,CARVanta-Computed,computational
VCAM10D,Melanoma,10.98,1.48,0.644,0.695,0.916,0.725,0,0,computationally_derived,CARVanta-Computed,computational
VCAM10D,Head & Neck Cancer,11.79,1.01,0.86,0.62,0.544,0.935,1,1,computationally_derived,CARVanta-Computed,computational
VCAM10D,Pancreatic Cancer,2.79,1.22,0.808,0.802,0.744,0.893,0,0,computationally_derived,CARVanta-Computed,computational
VCAM10D,Liver Cancer,4.12,1.08,0.837,0.533,0.66,0.526,0,0,computationally_derived,CARVanta-Computed,computational
VCAM10D,Leukemia,1.66,1.6,0.626,0.428,0.188,0.639,0,0,computationally_derived,CARVanta-Computed,computational
VCAM10E,Thyroid Cancer,0.73,0.98,0.922,0.535,0.483,0.898,0,0,computationally_derived,CARVanta-Computed,computational
VCAM10E,Lymphoma,5.29,0.71,0.596,0.81,0.584,0.85,0,0,computationally_derived,CARVanta-Computed,computational
VCAM10E,Head & Neck Cancer,2.92,1.78,0.781,0.671,0.386,0.846,0,0,computationally_derived,CARVanta-Computed,computational
VCAM10E,Lung Adenocarcinoma,3.25,9.0,0.912,0.654,0.304,0.913,0,0,computationally_derived,CARVanta-Computed,computational
VCAM10E,Gastric Cancer,7.57,2.85,0.813,0.806,0.55,0.758,0,1,computationally_derived,CARVanta-Computed,computational
VCAM10E,Prostate Cancer,3.55,1.17,0.796,0.765,0.585,0.683,0,1,computationally_derived,CARVanta-Computed,computational
VCAM10F,Breast Cancer,3.73,0.97,0.793,0.531,0.729,0.818,0,0,computationally_derived,CARVanta-Computed,computational
VCAM10F,Prostate Cancer,1.2,0.3,0.588,0.521,0.773,0.871,0,0,computationally_derived,CARVanta-Computed,computational
VCAM10F,Lung Adenocarcinoma,3.89,1.07,0.762,0.616,0.605,0.952,10,1,computationally_derived,CARVanta-Computed,computational
VCAM10F,Leukemia,1.11,1.52,0.849,0.612,0.187,0.986,4,0,computationally_derived,CARVanta-Computed,computational
VCAM10F,Lymphoma,3.83,2.37,0.771,0.47,0.282,0.835,9,0,computationally_derived,CARVanta-Computed,computational
VCAM10F,Gastric Cancer,1.98,2.34,0.901,0.665,0.364,0.718,0,0,computationally_derived,CARVanta-Computed,computational
VCAM10F,Glioblastoma,4.67,0.67,0.684,0.695,0.808,0.877,1,0,computationally_derived,CARVanta-Computed,computational
VCAM10F,Pancreatic Cancer,2.42,1.14,0.887,0.34,0.737,0.649,0,0,computationally_derived,CARVanta-Computed,computational
VCAM10F,Liver Cancer,1.41,0.35,0.831,0.639,0.471,0.78,0,1,computationally_derived,CARVanta-Computed,computational
VCAM10F,Endometrial Cancer,1.77,3.5,0.885,0.837,0.185,0.767,0,0,computationally_derived,CARVanta-Computed,computational
VCAM10G,Renal Cancer,2.96,0.29,0.873,0.534,0.789,0.603,37,0,computationally_derived,CARVanta-Computed,computational
VCAM10G,Prostate Cancer,1.77,0.58,0.86,0.299,0.544,0.498,0,0,computationally_derived,CARVanta-Computed,computational
VCAM10G,Liver Cancer,2.24,0.57,0.846,0.764,0.077,0.951,0,1,computationally_derived,CARVanta-Computed,computational
VCAM10G,Bladder Cancer,5.06,0.76,0.736,0.873,0.84,0.785,0,0,computationally_derived,CARVanta-Computed,computational
VCAM10G,Leukemia,4.12,2.66,0.834,0.696,0.428,0.791,2,0,computationally_derived,CARVanta-Computed,computational
VCAM10G,Myeloma,3.1,1.14,0.685,0.613,0.557,0.948,0,0,computationally_derived,CARVanta-Computed,computational
VCAM10G,Pancreatic Cancer,2.09,3.52,0.735,0.53,0.475,0.836,0,0,computationally_derived,CARVanta-Computed,computational
VCAM10G,Breast Cancer,2.86,5.84,0.643,0.579,0.218,0.694,0,0,computationally_derived,CARVanta-Computed,computational
VCAM10G,Lung Adenocarcinoma,6.26,1.95,0.773,0.851,0.66,0.839,0,1,computationally_derived,CARVanta-Computed,computational
VCAM10G,Head & Neck Cancer,1.91,0.45,0.496,0.569,0.737,0.984,0,0,computationally_derived,CARVanta-Computed,computational
VCAM11A,Leukemia,1.5,1.01,0.848,0.801,0.33,0.731,0,0,computationally_derived,CARVanta-Computed,computational
VCAM11A,Gastric Cancer,5.0,0.87,0.661,0.715,0.887,0.934,0,0,computationally_derived,CARVanta-Computed,computational
VCAM11A,Liver Cancer,5.17,1.27,0.824,0.488,0.681,0.907,0,0,computationally_derived,CARVanta-Computed,computational
VCAM11A,Thyroid Cancer,4.4,0.75,0.729,0.258,0.743,0.799,19,0,computationally_derived,CARVanta-Computed,computational
VCAM11A,Head & Neck Cancer,6.93,4.79,0.852,0.392,0.153,0.787,0,0,computationally_derived,CARVanta-Computed,computational
VCAM11A,Endometrial Cancer,2.45,0.88,0.893,0.795,0.325,0.802,0,1,computationally_derived,CARVanta-Computed,computational
VCAM11A,Myeloma,0.96,2.48,0.689,0.701,0.395,0.892,0,0,computationally_derived,CARVanta-Computed,computational
VCAM11A,Lymphoma,0.8,0.86,0.784,0.619,0.231,0.916,0,0,computationally_derived,CARVanta-Computed,computational
VCAM11B,Colorectal Cancer,4.86,0.61,0.781,0.74,0.882,0.716,0,1,computationally_derived,CARVanta-Computed,computational
VCAM11B,Glioblastoma,6.83,0.87,0.705,0.473,0.743,0.829,0,0,computationally_derived,CARVanta-Computed,computational
VCAM11B,Prostate Cancer,4.79,9.73,0.498,0.7,0.315,0.969,0,0,computationally_derived,CARVanta-Computed,computational
VCAM11B,Gastric Cancer,1.85,2.06,0.762,0.448,0.316,0.901,0,0,computationally_derived,CARVanta-Computed,computational
VCAM11B,Endometrial Cancer,1.45,1.24,0.907,0.712,0.494,0.866,0,0,computationally_derived,CARVanta-Computed,computational
VCAM11B,Ovarian Cancer,4.09,1.13,0.972,0.544,0.637,0.719,0,0,computationally_derived,CARVanta-Computed,computational
VCAM11B,Lung Adenocarcinoma,5.39,2.97,0.922,0.794,0.478,0.638,0,0,computationally_derived,CARVanta-Computed,computational
VCAM11B,Pancreatic Cancer,3.95,0.78,0.798,0.467,0.754,0.808,0,0,computationally_derived,CARVanta-Computed,computational
VCAM11B,Leukemia,2.42,0.56,0.764,0.735,0.527,0.925,0,1,computationally_derived,CARVanta-Computed,computational
VCAM11C,Thyroid Cancer,9.91,3.66,0.977,0.726,0.478,0.702,0,1,computationally_derived,CARVanta-Computed,computational
VCAM11C,Myeloma,11.2,1.19,0.618,0.577,0.518,0.672,4,0,computationally_derived,CARVanta-Computed,computational
VCAM11C,Lung Adenocarcinoma,2.85,0.89,0.552,0.486,0.722,0.97,0,0,computationally_derived,CARVanta-Computed,computational
VCAM11C,Prostate Cancer,2.25,0.91,0.676,0.461,0.34,0.863,0,0,computationally_derived,CARVanta-Computed,computational
VCAM11C,Liver Cancer,6.27,1.22,0.696,0.801,0.804,0.95,0,0,computationally_derived,CARVanta-Computed,computational
VCAM11C,Glioblastoma,2.53,0.94,0.63,0.537,0.56,0.804,14,0,computationally_derived,CARVanta-Computed,computational
VCAM11D,Liver Cancer,4.18,2.56,0.899,0.452,0.394,0.722,4,0,computationally_derived,CARVanta-Computed,computational
VCAM11D,Glioblastoma,4.25,1.25,0.92,0.787,0.769,0.642,0,1,computationally_derived,CARVanta-Computed,computational
VCAM11D,Prostate Cancer,11.9,1.98,0.861,0.326,0.649,0.959,0,0,computationally_derived,CARVanta-Computed,computational
VCAM11D,Breast Cancer,6.1,1.66,0.768,0.434,0.371,0.728,0,0,computationally_derived,CARVanta-Computed,computational
VCAM11D,Myeloma,4.05,1.69,0.884,0.629,0.806,0.804,0,1,computationally_derived,CARVanta-Computed,computational
VCAM11D,Colorectal Cancer,2.02,0.79,0.788,0.863,0.452,0.911,5,1,computationally_derived,CARVanta-Computed,computational
VCAM11D,Lung Adenocarcinoma,2.77,1.74,0.697,0.574,0.518,0.903,0,0,computationally_derived,CARVanta-Computed,computational
VCAM11D,Head & Neck Cancer,2.69,1.38,0.903,0.327,0.28,0.842,0,0,computationally_derived,CARVanta-Computed,computational
VCAM11D,Melanoma,3.1,1.11,0.801,0.588,0.447,0.655,3,0,computationally_derived,CARVanta-Computed,computational
VCAM11E,Ovarian Cancer,12.88,1.49,0.931,0.87,0.668,0.915,0,1,computationally_derived,CARVanta-Computed,computational
VCAM11E,Liver Cancer,4.67,0.79,0.88,0.671,0.848,0.549,5,1,computationally_derived,CARVanta-Computed,computational
VCAM11E,Lung Adenocarcinoma,11.53,1.25,0.624,0.536,0.912,0.957,4,0,computationally_derived,CARVanta-Computed,computational
VCAM11E,Gastric Cancer,2.93,1.3,0.923,0.728,0.743,0.966,4,0,computationally_derived,CARVanta-Computed,computational
VCAM11E,Breast Cancer,3.2,4.37,0.808,0.53,0.185,0.728,0,0,computationally_derived,CARVanta-Computed,computational
VCAM11E,Lymphoma,3.13,4.54,0.806,0.567,0.402,0.921,0,0,computationally_derived,CARVanta-Computed,computational
VCAM11E,Myeloma,11.32,5.38,0.644,0.701,0.429,0.739,12,0,computationally_derived,CARVanta-Computed,computational
VCAM11E,Melanoma,2.62,0.9,0.953,0.739,0.635,0.631,0,1,computationally_derived,CARVanta-Computed,computational
VCAM11F,Gastric Cancer,2.76,1.93,0.798,0.631,0.168,0.783,0,0,computationally_derived,CARVanta-Computed,computational
VCAM11F,Melanoma,2.78,1.51,0.835,0.259,0.626,0.86,0,0,computationally_derived,CARVanta-Computed,computational
VCAM11F,Pancreatic Cancer,2.18,4.78,0.792,0.487,0.214,0.957,0,0,computationally_derived,CARVanta-Computed,computational
VCAM11F,Breast Cancer,3.61,1.09,0.817,0.721,0.633,0.802,3,1,computationally_derived,CARVanta-Computed,computational
VCAM11F,Colorectal Cancer,7.89,0.95,0.942,0.252,0.73,0.734,0,0,computationally_derived,CARVanta-Computed,computational
VCAM11G,Lymphoma,6.37,0.95,0.624,0.377,0.365,0.691,0,0,computationally_derived,CARVanta-Computed,computational
VCAM11G,Ovarian Cancer,3.48,3.8,0.85,0.486,0.245,0.741,0,0,computationally_derived,CARVanta-Computed,computational
VCAM11G,Lung Adenocarcinoma,4.24,0.96,0.965,0.577,0.569,0.754,0,0,computationally_derived,CARVanta-Computed,computational
VCAM11G,Pancreatic Cancer,3.06,5.73,0.636,0.669,0.204,0.566,0,0,computationally_derived,CARVanta-Computed,computational
VCAM11G,Glioblastoma,2.11,1.25,0.904,0.643,0.6,0.932,0,0,computationally_derived,CARVanta-Computed,computational
VCAM11G,Liver Cancer,3.7,3.07,0.836,0.679,0.238,0.825,0,0,computationally_derived,CARVanta-Computed,computational
VCAM11G,Bladder Cancer,1.49,3.94,0.932,0.665,0.123,0.925,0,0,computationally_derived,CARVanta-Computed,computational
VCAM11G,Myeloma,2.74,1.23,0.675,0.749,0.607,0.873,0,0,computationally_derived,CARVanta-Computed,computational
VCAM11G,Colorectal Cancer,2.54,1.03,0.927,0.691,0.649,0.792,2,1,computationally_derived,CARVanta-Computed,computational
VCAM12A,Gastric Cancer,1.58,1.99,0.498,0.704,0.574,0.895,0,0,computationally_derived,CARVanta-Computed,computational
VCAM12A,Colorectal Cancer,1.17,0.62,0.775,0.624,0.764,0.783,0,0,computationally_derived,CARVanta-Computed,computational
VCAM12A,Melanoma,5.64,0.82,0.76,0.707,0.683,0.836,0,1,computationally_derived,CARVanta-Computed,computational
VCAM12A,Lung Adenocarcinoma,3.79,0.78,0.631,0.628,0.675,0.775,37,0,computationally_derived,CARVanta-Computed,computational
VCAM12A,Thyroid Cancer,5.95,3.85,0.949,0.582,0.742,0.537,0,0,computationally_derived,CARVanta-Computed,computational
VCAM12A,Head & Neck Cancer,3.46,1.69,0.671,0.504,0.654,0.931,0,0,computationally_derived,CARVanta-Computed,computational
VCAM12A,Myeloma,3.81,1.04,0.811,0.691,0.554,0.586,0,1,computationally_derived,CARVanta-Computed,computational
VCAM12A,Pancreatic Cancer,7.31,6.27,0.671,0.627,0.295,0.72,0,0,computationally_derived,CARVanta-Computed,computational
VCAM12B,Ovarian Cancer,3.37,2.93,0.691,0.536,0.261,0.851,0,0,computationally_derived,CARVanta-Computed,computational
VCAM12B,Lymphoma,6.8,2.59,0.783,0.696,0.236,0.58,8,1,computationally_derived,CARVanta-Computed,computational
VCAM12B,Breast Cancer,1.43,2.94,0.893,0.751,0.109,0.722,0,0,computationally_derived,CARVanta-Computed,computational
VCAM12B,Gastric Cancer,2.52,2.25,0.838,0.729,0.254,0.863,0,0,computationally_derived,CARVanta-Computed,computational
VCAM12B,Myeloma,2.29,1.96,0.742,0.582,0.17,0.872,0,0,computationally_derived,CARVanta-Computed,computational
VCAM12B,Glioblastoma,1.37,4.54,0.872,0.635,0.394,0.901,0,0,computationally_derived,CARVanta-Computed,computational
VCAM12B,Leukemia,15.0,0.9,0.716,0.745,0.775,0.709,5,0,computationally_derived,CARVanta-Computed,computational
VCAM12B,Prostate Cancer,4.55,3.82,0.874,0.703,0.151,0.698,0,0,computationally_derived,CARVanta-Computed,computational
VCAM12C,Lung Adenocarcinoma,5.06,0.78,0.905,0.581,0.576,0.733,0,0,computationally_derived,CARVanta-Computed,computational
VCAM12C,Gastric Cancer,4.07,0.9,0.883,0.584,0.703,0.686,0,0,computationally_derived,CARVanta-Computed,computational
VCAM12C,Melanoma,4.34,1.7,0.748,0.638,0.32,0.711,0,0,computationally_derived,CARVanta-Computed,computational
VCAM12C,Ovarian Cancer,3.25,0.48,0.974,0.74,0.661,0.874,0,1,computationally_derived,CARVanta-Computed,computational
VCAM12C,Myeloma,0.6,1.04,0.725,0.736,0.356,0.952,0,0,computationally_derived,CARVanta-Computed,computational
VCAM12C,Colorectal Cancer,2.17,0.27,0.896,0.435,0.539,0.804,2,0,computationally_derived,CARVanta-Computed,computational
VCAM12D,Glioblastoma,6.45,1.13,0.852,0.699,0.957,0.833,0,1,computationally_derived,CARVanta-Computed,computational
VCAM12D,Melanoma,5.97,0.68,0.904,0.636,0.642,0.905,8,1,computationally_derived,CARVanta-Computed,computational
VCAM12D,Leukemia,7.58,2.03,0.836,0.52,0.531,0.626,0,0,computationally_derived,CARVanta-Computed,computational
VCAM12D,Renal Cancer,0.7,1.07,0.802,0.569,0.422,0.681,0,0,computationally_derived,CARVanta-Computed,computational
VCAM12D,Pancreatic Cancer,2.46,0.49,0.544,0.649,0.777,0.918,0,0,computationally_derived,CARVanta-Computed,computational
VCAM12D,Endometrial Cancer,2.54,1.86,0.704,0.341,0.238,0.959,12,0,computationally_derived,CARVanta-Computed,computational
VCAM12D,Myeloma,2.58,1.81,0.809,0.499,0.17,0.827,0,0,computationally_derived,CARVanta-Computed,computational
VCAM12E,Myeloma,9.52,1.47,0.697,0.803,0.759,0.683,1,0,computationally_derived,CARVanta-Computed,computational
VCAM12E,Breast Cancer,2.58,1.32,0.662,0.514,0.735,0.893,0,0,computationally_derived,CARVanta-Computed,computational
VCAM12E,Prostate Cancer,5.52,0.36,0.759,0.89,0.48,0.655,0,1,computationally_derived,CARVanta-Computed,computational
VCAM12E,Liver Cancer,8.51,2.58,0.9,0.821,0.794,0.653,11,1,computationally_derived,CARVanta-Computed,computational
VCAM12E,Renal Cancer,6.6,1.73,0.524,0.815,0.345,0.892,5,0,computationally_derived,CARVanta-Computed,computational
VCAM12F,Prostate Cancer,1.48,3.98,0.525,0.612,0.354,0.854,0,0,computationally_derived,CARVanta-Computed,computational
VCAM12F,Lung Adenocarcinoma,3.36,0.79,0.852,0.604,0.622,0.887,0,1,computationally_derived,CARVanta-Computed,computational
VCAM12F,Leukemia,3.36,1.42,0.826,0.519,0.481,0.907,0,0,computationally_derived,CARVanta-Computed,computational
VCAM12F,Endometrial Cancer,3.38,0.57,0.761,0.54,0.529,0.793,5,0,computationally_derived,CARVanta-Computed,computational
VCAM12F,Glioblastoma,5.29,1.9,0.718,0.677,0.359,0.782,4,0,computationally_derived,CARVanta-Computed,computational
VCAM12F,Myeloma,1.05,1.46,0.7,0.252,0.094,0.499,1,0,computationally_derived,CARVanta-Computed,computational
VCAM12F,Liver Cancer,8.08,0.25,0.772,0.415,0.657,0.856,0,0,computationally_derived,CARVanta-Computed,computational
VCAM12G,Lung Adenocarcinoma,0.98,1.2,0.664,0.368,0.377,0.625,0,0,computationally_derived,CARVanta-Computed,computational
VCAM12G,Thyroid Cancer,5.53,1.64,0.718,0.652,0.571,0.579,0,0,computationally_derived,CARVanta-Computed,computational
VCAM12G,Endometrial Cancer,2.57,2.12,0.366,0.387,0.272,0.885,0,0,computationally_derived,CARVanta-Computed,computational
VCAM12G,Breast Cancer,9.67,1.52,0.673,0.685,0.904,0.893,0,0,computationally_derived,CARVanta-Computed,computational
VCAM12G,Liver Cancer,2.4,3.08,0.714,0.65,0.214,0.775,0,0,computationally_derived,CARVanta-Computed,computational
VCAM12G,Leukemia,4.63,0.69,0.815,0.674,0.786,0.928,0,1,computationally_derived,CARVanta-Computed,computational
VCAM12G,Glioblastoma,2.41,0.2,0.685,0.691,0.781,0.698,8,0,computationally_derived,CARVanta-Computed,computational
VCAM13A,Melanoma,3.65,0.79,0.904,0.826,0.553,0.902,0,1,computationally_derived,CARVanta-Computed,computational
VCAM13A,Myeloma,3.85,3.63,0.613,0.727,0.233,0.683,3,0,computationally_derived,CARVanta-Computed,computational
VCAM13A,Gastric Cancer,3.25,1.15,0.739,0.56,0.427,0.493,0,0,computationally_derived,CARVanta-Computed,computational
VCAM13A,Lymphoma,5.98,1.52,0.973,0.588,0.61,0.905,0,0,computationally_derived,CARVanta-Computed,computational
VCAM13A,Endometrial Cancer,6.05,1.38,0.806,0.617,0.692,0.848,0,1,computationally_derived,CARVanta-Computed,computational
VCAM13A,Glioblastoma,6.52,0.34,0.865,0.587,0.757,0.907,1,0,computationally_derived,CARVanta-Computed,computational
VCAM13A,Pancreatic Cancer,2.94,4.11,0.846,0.551,0.579,0.941,0,0,computationally_derived,CARVanta-Computed,computational
VCAM13A,Ovarian Cancer,2.28,1.71,0.806,0.342,0.338,0.92,13,0,computationally_derived,CARVanta-Computed,computational
VCAM13A,Renal Cancer,4.69,1.27,0.845,0.604,0.551,0.591,0,1,computationally_derived,CARVanta-Computed,computational
VCAM13B,Pancreatic Cancer,4.47,0.87,0.392,0.535,0.776,0.929,7,0,computationally_derived,CARVanta-Computed,computational
VCAM13B,Colorectal Cancer,1.8,5.89,0.851,0.822,0.4,0.802,2,0,computationally_derived,CARVanta-Computed,computational
VCAM13B,Melanoma,9.1,0.9,0.875,0.345,0.595,0.963,0,0,computationally_derived,CARVanta-Computed,computational
