antigen_name,cancer_type,mean_tumor_expression,mean_normal_expression,stability_score,literature_support,immunogenicity_score,surface_accessibility,clinical_trials_count,viability_label,data_source,source_database,evidence_level,biomarker_category,analyte_type,regulation,source_group
RAF1,Pancreatic (PDAC),6.94,1.88,0.644,0.609,0.523,0.209,10,1,real,Literature,preclinical,Oncogene,Gene,up,Structural Variant Gene
EMID1,Pancreatic (PDAC),2.3,4.57,0.653,0.859,0.836,0.215,1,1,real,Literature,preclinical,Oncogene,Gene,down,Structural Variant Gene
FKBP5,Pancreatic (PDAC),1.71,6.92,0.855,0.751,0.701,0.341,10,1,real,Literature,preclinical,Oncogene,Gene,down,Structural Variant Gene
NOTCH2,Pancreatic (PDAC),7.97,0.62,0.799,0.746,0.695,0.306,2,1,real,Literature,preclinical,Oncogene,Gene,up,Structural Variant Gene
KMT2D,Pancreatic (PDAC),8.65,1.05,0.799,0.836,0.808,0.306,5,1,real,Literature,preclinical,Tumor Suppressor,Gene,up,Structural Variant Gene
CSF1R,Pancreatic (PDAC),9.47,1.27,0.643,0.946,0.945,0.208,6,1,real,Literature,preclinical,Oncogene,Gene,up,Structural Variant Gene
DNMT1,Pancreatic (PDAC),6.65,0.77,0.752,0.57,0.474,0.276,3,1,real,Literature,preclinical,Oncogene,Gene,up,Structural Variant Gene
NOTCH1,Pancreatic (PDAC),8.33,1.44,0.604,0.794,0.755,0.184,7,1,real,Literature,preclinical,Oncogene,Gene,up,Structural Variant Gene
CBFB,Pancreatic (PDAC),7.81,1.51,0.845,0.724,0.668,0.334,8,1,real,Literature,preclinical,Tumor Suppressor,Gene,up,Structural Variant Gene
KMT2A,Pancreatic (PDAC),8.99,0.69,0.575,0.881,0.864,0.166,2,1,real,Literature,preclinical,Tumor Suppressor,Gene,up,Structural Variant Gene
MAX,Pancreatic (PDAC),7.25,1.28,0.783,0.65,0.575,0.295,6,1,real,Literature,preclinical,Oncogene,Gene,up,Structural Variant Gene
KMT2C,Pancreatic (PDAC),8.54,0.93,0.804,0.822,0.79,0.309,4,1,real,Literature,preclinical,Tumor Suppressor,Gene,up,Structural Variant Gene
NOTCH4,Pancreatic (PDAC),7.18,1.16,0.705,0.641,0.564,0.247,6,1,real,Literature,preclinical,Oncogene,Gene,up,Structural Variant Gene
KMT2B,Pancreatic (PDAC),7.05,2.16,0.861,0.623,0.541,0.344,12,1,real,Literature,preclinical,Tumor Suppressor,Gene,up,Structural Variant Gene
CORO1B,Pancreatic (PDAC),1.14,6.51,0.614,0.648,0.573,0.19,9,1,real,Literature,preclinical,Oncogene,Gene,down,Structural Variant Gene
COP1,Pancreatic (PDAC),8.63,1.57,0.627,0.835,0.806,0.198,8,1,real,Literature,preclinical,Tumor Suppressor,Gene,up,Structural Variant Gene
ADGRG7,Pancreatic (PDAC),2.26,5.8,0.746,0.852,0.828,0.273,6,1,real,Literature,preclinical,Oncogene,Gene,down,Structural Variant Gene
TNFRSF14,Pancreatic (PDAC),6.75,2.08,0.773,0.584,0.492,0.29,12,1,real,Literature,preclinical,Tumor Suppressor,Gene,up,Structural Variant Gene
ZFHX3,Pancreatic (PDAC),7.13,0.65,0.823,0.634,0.554,0.32,2,1,real,Literature,preclinical,Tumor Suppressor,Gene,up,Structural Variant Gene
SMAD4,Pancreatic (PDAC),7.04,1.26,0.886,0.875,0.54,0.36,90,1,real,Literature,clinical,Tumor Suppressor,Gene,up,Structural Variant Gene
SMAD3,Pancreatic (PDAC),8.93,1.78,0.939,0.874,0.855,0.393,10,1,real,Literature,preclinical,Tumor Suppressor,Gene,up,Structural Variant Gene
IDH1,Pancreatic (PDAC),7.6,0.88,0.566,0.697,0.634,0.16,4,1,real,Literature,preclinical,Oncogene,Gene,up,Structural Variant Gene
TNFRSF10B,Pancreatic (PDAC),1.3,6.21,0.896,0.678,0.61,0.367,7,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Structural Variant Gene
PALB2,Pancreatic (PDAC),9.0,2.02,0.701,0.966,0.866,0.244,45,1,real,Literature,clinical,Tumor Suppressor,Gene,up,Structural Variant Gene
PTPRD,Pancreatic (PDAC),6.93,1.86,0.632,0.608,0.522,0.202,10,1,real,Literature,preclinical,Tumor Suppressor,Gene,up,Structural Variant Gene
CDK8,Pancreatic (PDAC),7.39,0.45,0.748,0.669,0.599,0.273,1,1,real,Literature,preclinical,Oncogene,Gene,up,Structural Variant Gene
CDK4,Pancreatic (PDAC),6.73,0.49,0.64,0.581,0.489,0.207,1,1,real,Literature,preclinical,Oncogene,Gene,up,Structural Variant Gene
MAFG,Pancreatic (PDAC),2.11,6.76,0.559,0.824,0.792,0.156,10,1,real,Literature,preclinical,Oncogene,Gene,down,Structural Variant Gene
NF1,Pancreatic (PDAC),7.27,1.73,0.868,0.652,0.578,0.349,9,1,real,Literature,preclinical,Tumor Suppressor,Gene,up,Structural Variant Gene
TUBGCP3,Pancreatic (PDAC),1.09,7.02,0.745,0.64,0.562,0.272,11,1,real,Literature,preclinical,Oncogene,Gene,down,Structural Variant Gene
REEP6,Pancreatic (PDAC),2.02,5.55,0.818,0.807,0.772,0.318,5,1,real,Literature,preclinical,Oncogene,Gene,down,Structural Variant Gene
TCF3,Pancreatic (PDAC),7.25,1.04,0.753,0.651,0.576,0.277,5,1,real,Literature,preclinical,Oncogene,Gene,up,Structural Variant Gene
NF2,Pancreatic (PDAC),8.46,1.42,0.939,0.811,0.776,0.393,7,1,real,Literature,preclinical,Tumor Suppressor,Gene,up,Structural Variant Gene
MAP3K13,Pancreatic (PDAC),8.55,1.02,0.719,0.823,0.791,0.256,5,1,real,Literature,preclinical,Oncogene,Gene,up,Structural Variant Gene
MAP3K14,Pancreatic (PDAC),7.09,1.76,0.744,0.629,0.549,0.271,10,1,real,Literature,preclinical,Oncogene,Gene,up,Structural Variant Gene
FGFR3,Pancreatic (PDAC),7.65,1.87,0.591,0.703,0.641,0.175,10,1,real,Literature,preclinical,Oncogene,Gene,up,Structural Variant Gene
FGFR2,Pancreatic (PDAC),7.85,2.07,0.658,0.73,0.675,0.217,12,1,real,Literature,preclinical,Oncogene,Gene,up,Structural Variant Gene
FGFR1,Pancreatic (PDAC),8.2,1.11,0.85,0.777,0.734,0.338,5,1,real,Literature,preclinical,Oncogene,Gene,up,Structural Variant Gene
BCL2L1,Pancreatic (PDAC),7.04,1.61,0.658,0.622,0.541,0.218,9,1,real,Literature,preclinical,Oncogene,Gene,up,Structural Variant Gene
BMPR1A,Pancreatic (PDAC),8.47,0.72,0.556,0.813,0.779,0.153,3,1,real,Literature,preclinical,Tumor Suppressor,Gene,up,Structural Variant Gene
NFE2L2,Pancreatic (PDAC),7.95,0.46,0.618,0.743,0.692,0.193,1,1,real,Literature,preclinical,Oncogene,Gene,up,Structural Variant Gene
KDM5A,Pancreatic (PDAC),8.71,1.47,0.603,0.844,0.818,0.183,8,1,real,Literature,preclinical,Oncogene,Gene,up,Structural Variant Gene
ALK,Pancreatic (PDAC),6.61,1.72,0.775,0.565,0.469,0.29,9,1,real,Literature,preclinical,Oncogene,Gene,up,Structural Variant Gene
CFAP418-AS1,Pancreatic (PDAC),2.37,5.0,0.899,0.871,0.851,0.368,2,1,real,Literature,preclinical,Non-coding RNA,Gene,down,Structural Variant Gene
ZNF770,Pancreatic (PDAC),2.56,6.31,0.81,0.905,0.894,0.312,8,1,real,Literature,preclinical,Oncogene,Gene,down,Structural Variant Gene
FLT3,Pancreatic (PDAC),9.3,1.06,0.581,0.924,0.917,0.169,5,1,real,Literature,preclinical,Oncogene,Gene,up,Structural Variant Gene
FLT4,Pancreatic (PDAC),8.38,1.89,0.85,0.801,0.763,0.337,10,1,real,Literature,preclinical,Oncogene,Gene,up,Structural Variant Gene
ARRB1,Pancreatic (PDAC),2.22,4.53,0.776,0.845,0.819,0.292,1,1,real,Literature,preclinical,Oncogene,Gene,down,Structural Variant Gene
PIK3C2G,Pancreatic (PDAC),8.33,1.59,0.898,0.794,0.755,0.368,8,1,real,Literature,preclinical,Oncogene,Gene,up,Structural Variant Gene
ELAVL2,Pancreatic (PDAC),1.13,6.2,0.684,0.647,0.571,0.234,7,1,real,Literature,preclinical,Oncogene,Gene,down,Structural Variant Gene
TRIM69,Pancreatic (PDAC),2.11,6.68,0.816,0.825,0.794,0.317,9,1,real,Literature,preclinical,Oncogene,Gene,down,Structural Variant Gene
WDR7,Pancreatic (PDAC),2.53,5.47,0.802,0.9,0.888,0.307,4,1,real,Literature,preclinical,Oncogene,Gene,down,Structural Variant Gene
POLE,Pancreatic (PDAC),7.72,1.76,0.888,0.712,0.653,0.361,10,1,real,Literature,preclinical,DNA Repair/Tumor Suppressor,ctDNA / DNA,up,Structural Variant Gene
SGCG,Pancreatic (PDAC),1.09,7.27,0.669,0.639,0.561,0.224,12,1,real,Literature,preclinical,Oncogene,Gene,down,Structural Variant Gene
KDM6A,Pancreatic (PDAC),8.88,0.55,0.948,0.868,0.847,0.399,2,1,real,Literature,preclinical,Tumor Suppressor,Gene,up,Structural Variant Gene
CERS5,Pancreatic (PDAC),1.97,6.65,0.848,0.799,0.761,0.336,9,1,real,Literature,preclinical,Oncogene,Gene,down,Structural Variant Gene
TRPC6,Pancreatic (PDAC),1.62,5.38,0.559,0.736,0.683,0.156,4,1,real,Literature,preclinical,Oncogene,Gene,down,Structural Variant Gene
DIPK2B,Pancreatic (PDAC),0.86,6.35,0.899,0.598,0.51,0.368,8,1,real,Literature,preclinical,Oncogene,Gene,down,Structural Variant Gene
DIS3,Pancreatic (PDAC),7.37,1.21,0.902,0.667,0.596,0.37,6,1,real,Literature,preclinical,Tumor Suppressor,Gene,up,Structural Variant Gene
DCXR,Pancreatic (PDAC),0.64,6.71,0.939,0.557,0.458,0.393,9,1,real,Literature,preclinical,Oncogene,Gene,down,Structural Variant Gene
NRG1,Pancreatic (PDAC),7.67,2.12,0.559,0.706,0.645,0.156,12,1,real,Literature,preclinical,Oncogene,Gene,up,Structural Variant Gene
ARID1A,Pancreatic (PDAC),9.2,0.5,0.691,0.909,0.899,0.238,1,1,real,Literature,preclinical,Tumor Suppressor,Gene,up,Structural Variant Gene
UPK3A,Pancreatic (PDAC),2.03,6.63,0.581,0.81,0.775,0.169,9,1,real,Literature,preclinical,Oncogene,Gene,down,Structural Variant Gene
ARID1B,Pancreatic (PDAC),8.01,1.53,0.67,0.751,0.702,0.225,8,1,real,Literature,preclinical,Tumor Suppressor,Gene,up,Structural Variant Gene
TGFBR1,Pancreatic (PDAC),7.58,1.26,0.761,0.694,0.631,0.282,6,1,real,Literature,preclinical,Tumor Suppressor,Gene,up,Structural Variant Gene
TGFBR2,Pancreatic (PDAC),6.65,0.65,0.894,0.57,0.475,0.365,2,1,real,Literature,preclinical,Tumor Suppressor,Gene,up,Structural Variant Gene
ETV6,Pancreatic (PDAC),6.76,0.87,0.918,0.584,0.493,0.38,4,1,real,Literature,preclinical,Tumor Suppressor,Gene,up,Structural Variant Gene
DNM2,Pancreatic (PDAC),7.68,1.57,0.702,0.708,0.647,0.245,8,1,real,Literature,preclinical,Oncogene,Gene,up,Structural Variant Gene
IRF4,Pancreatic (PDAC),6.78,0.78,0.736,0.587,0.496,0.266,3,1,real,Literature,preclinical,Oncogene,Gene,up,Structural Variant Gene
PEX6,Pancreatic (PDAC),1.44,5.16,0.879,0.704,0.642,0.356,3,1,real,Literature,preclinical,Oncogene,Gene,down,Structural Variant Gene
CAT,Pancreatic (PDAC),2.22,6.41,0.777,0.845,0.818,0.292,8,1,real,Literature,preclinical,Antioxidant/Tumor Suppressor,Gene,down,Structural Variant Gene
CDHR3,Pancreatic (PDAC),2.24,5.08,0.764,0.848,0.823,0.284,3,1,real,Literature,preclinical,Oncogene (candidate),Gene,down,Structural Variant Gene
PIK3C3,Pancreatic (PDAC),9.06,0.76,0.569,0.891,0.876,0.162,3,1,real,Literature,preclinical,Oncogene,Gene,up,Structural Variant Gene
NSRP1,Pancreatic (PDAC),0.63,4.88,0.801,0.556,0.458,0.307,2,1,real,Literature,preclinical,RNA-binding/regulatory,Gene,down,Structural Variant Gene
MET,Pancreatic (PDAC),6.97,1.6,0.914,0.872,0.528,0.378,50,1,real,Literature,clinical,Oncogene,Gene,up,Structural Variant Gene
LUC7L2,Pancreatic (PDAC),2.04,5.07,0.695,0.811,0.777,0.241,3,1,real,Literature,preclinical,RNA-binding/regulatory,Gene,down,Structural Variant Gene
KDM7A,Pancreatic (PDAC),2.65,6.92,0.665,0.923,0.917,0.222,10,1,real,Literature,preclinical,Epigenetic regulator,Gene,down,Structural Variant Gene
SLC24A2,Pancreatic (PDAC),1.18,5.1,0.73,0.656,0.582,0.263,3,1,real,Literature,preclinical,Transporter,Gene,down,Structural Variant Gene
SMARCD1,Pancreatic (PDAC),8.41,0.49,0.898,0.805,0.769,0.367,1,1,real,Literature,preclinical,Chromatin remodeler,Gene,up,Structural Variant Gene
NUTM1,Pancreatic (PDAC),8.73,1.44,0.929,0.848,0.822,0.387,7,1,real,Literature,preclinical,Oncogene (fusion driver),Gene,up,Structural Variant Gene
ROCK1,Pancreatic (PDAC),1.67,5.5,0.703,0.744,0.693,0.246,5,1,real,Literature,preclinical,Oncogene candidate,Gene,down,Structural Variant Gene
DNAH8,Pancreatic (PDAC),1.66,5.3,0.861,0.743,0.692,0.344,4,1,real,Literature,preclinical,Motor protein,Gene,down,Structural Variant Gene
MLLT1,Pancreatic (PDAC),6.86,0.84,0.692,0.598,0.51,0.239,3,1,real,Literature,preclinical,Oncogene (fusion partner),Gene,up,Structural Variant Gene
ASAP2,Pancreatic (PDAC),1.26,7.22,0.605,0.671,0.601,0.184,11,1,real,Literature,preclinical,Signaling regulator,Gene,down,Structural Variant Gene
ASB17,Pancreatic (PDAC),2.06,4.82,0.616,0.816,0.782,0.191,2,1,real,Literature,preclinical,Adapter protein,Gene,down,Structural Variant Gene
PPM1D,Pancreatic (PDAC),6.98,1.48,0.679,0.614,0.53,0.231,8,1,real,Literature,preclinical,Oncogene,Gene,up,Structural Variant Gene
MALT1,Pancreatic (PDAC),9.42,0.53,0.838,0.939,0.937,0.33,1,1,real,Literature,preclinical,Oncogene,Gene,up,Structural Variant Gene
CDC42,Pancreatic (PDAC),7.56,0.76,0.832,0.692,0.627,0.326,3,1,real,Literature,preclinical,Oncogene (Rho GTPase family),Gene,up,Structural Variant Gene
RAB25,Pancreatic (PDAC),0.68,5.35,0.73,0.565,0.469,0.262,4,1,real,Literature,preclinical,Oncogene candidate,Gene,down,Structural Variant Gene
ERBB3,Pancreatic (PDAC),8.95,0.75,0.821,0.877,0.858,0.319,3,1,real,Literature,preclinical,Oncogene,Gene,up,Structural Variant Gene
NT5DC2,Pancreatic (PDAC),0.86,4.92,0.793,0.597,0.509,0.302,2,1,real,Literature,preclinical,Oncogene candidate,Gene,down,Structural Variant Gene
POLD1,Pancreatic (PDAC),6.76,1.2,0.691,0.584,0.493,0.238,6,1,real,Literature,preclinical,DNA repair/Tumor suppressor,ctDNA / DNA,up,Structural Variant Gene
ERBB2,Pancreatic (PDAC),6.92,0.56,0.915,0.87,0.521,0.378,60,1,real,Literature,clinical,Oncogene,Gene,up,Structural Variant Gene
DROSHA,Pancreatic (PDAC),7.47,1.73,0.671,0.679,0.611,0.225,9,1,real,Literature,preclinical,microRNA biogenesis regulator,Gene,up,Structural Variant Gene
MAPK4,Pancreatic (PDAC),2.62,5.06,0.841,0.918,0.91,0.332,3,1,real,Literature,preclinical,Oncogene candidate,Gene,down,Structural Variant Gene
SMARCE1,Pancreatic (PDAC),8.61,1.37,0.641,0.831,0.801,0.207,7,1,real,Literature,preclinical,Chromatin remodeler,Gene,up,Structural Variant Gene
NTRK1,Pancreatic (PDAC),6.58,1.92,0.722,0.561,0.463,0.257,11,1,real,Literature,preclinical,Oncogene,Gene,up,Structural Variant Gene
SLC12A3,Pancreatic (PDAC),2.25,6.66,0.794,0.85,0.825,0.302,9,1,real,Literature,preclinical,Transporter,Gene,down,Structural Variant Gene
NHERF2,Pancreatic (PDAC),2.47,5.13,0.576,0.891,0.876,0.166,3,1,real,Literature,preclinical,Scaffold protein,Gene,down,Structural Variant Gene
NDUFA3,Pancreatic (PDAC),1.08,6.36,0.658,0.637,0.558,0.218,8,1,real,Literature,preclinical,Mitochondrial enzyme,Gene,down,Structural Variant Gene
MGA,Pancreatic (PDAC),7.68,0.83,0.763,0.707,0.646,0.283,3,1,real,Literature,preclinical,Transcriptional regulator / Tumor suppressor,Gene,up,Structural Variant Gene
NTRK3,Pancreatic (PDAC),8.87,1.62,0.576,0.866,0.845,0.166,9,1,real,Literature,preclinical,Oncogene,Gene,up,Structural Variant Gene
TBX3,Pancreatic (PDAC),8.58,0.43,0.807,0.827,0.797,0.311,1,1,real,Literature,preclinical,Oncogene (developmental regulator),Gene,up,Structural Variant Gene
TSHR,Pancreatic (PDAC),8.65,0.53,0.779,0.837,0.808,0.293,1,1,real,Literature,preclinical,Oncogene (endocrine cancers),Gene,up,Structural Variant Gene
RAD50,Pancreatic (PDAC),9.12,0.41,0.718,0.899,0.886,0.255,1,1,real,Literature,preclinical,DNA repair / Tumor suppressor,ctDNA / DNA,up,Structural Variant Gene
CAPN11,Pancreatic (PDAC),1.08,6.24,0.893,0.294,0.559,0.364,1,0,computationally_derived,Synthetic,predicted,Protease (non-canonical),Gene,down,Structural Variant Gene
H3-5,Pancreatic (PDAC),6.65,1.84,0.948,0.57,0.475,0.399,10,1,real,Literature,preclinical,Epigenetic regulator,Gene,up,Structural Variant Gene
APC,Pancreatic (PDAC),7.17,0.67,0.851,0.64,0.562,0.338,2,1,real,Literature,preclinical,Tumor suppressor,Gene,up,Structural Variant Gene
CARM1,Pancreatic (PDAC),6.94,0.84,0.879,0.608,0.523,0.355,3,1,real,Literature,preclinical,Epigenetic regulator,Gene,up,Structural Variant Gene
ERCC2,Pancreatic (PDAC),7.56,1.88,0.81,0.692,0.627,0.313,10,1,real,Literature,preclinical,DNA repair enzyme,ctDNA / DNA,up,Structural Variant Gene
RPS6KB2,Pancreatic (PDAC),9.5,1.11,0.908,0.95,0.95,0.374,5,1,real,Literature,preclinical,Oncogene (mTOR pathway effector),Gene,up,Structural Variant Gene
ASXL2,Pancreatic (PDAC),6.99,1.75,0.673,0.615,0.531,0.227,9,1,real,Literature,preclinical,Epigenetic regulator,Gene,up,Structural Variant Gene
ARB2A,Pancreatic (PDAC),1.01,5.27,0.934,0.287,0.542,0.39,0,0,computationally_derived,Synthetic,predicted,Candidate gene,Gene,down,Structural Variant Gene
PDCD1,Pancreatic (PDAC),6.75,1.63,0.566,0.584,0.492,0.16,9,1,real,Literature,preclinical,Immune checkpoint,Gene,up,Structural Variant Gene
TEK,Pancreatic (PDAC),9.16,1.4,0.603,0.905,0.894,0.183,7,1,real,Literature,preclinical,Oncogene / Angiogenesis regulator,Gene,up,Structural Variant Gene
BCOR,Pancreatic (PDAC),9.11,0.72,0.838,0.898,0.885,0.33,3,1,real,Literature,preclinical,Tumor suppressor,Gene,up,Structural Variant Gene
KCNK3,Pancreatic (PDAC),1.93,6.97,0.788,0.793,0.753,0.907,10,1,real,Literature,preclinical,Channel protein,Gene,down,Structural Variant Gene
RB1,Pancreatic (PDAC),1.58,6.36,0.752,0.727,0.672,0.276,8,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
MDC1,Pancreatic (PDAC),1.3,5.43,0.933,0.678,0.61,0.389,4,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
ARAF,Pancreatic (PDAC),6.76,1.13,0.757,0.585,0.494,0.279,5,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
PREX2,Pancreatic (PDAC),7.38,1.04,0.945,0.667,0.596,0.397,5,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
SOX17,Pancreatic (PDAC),1.92,6.92,0.567,0.789,0.749,0.161,10,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
PPP4R2,Pancreatic (PDAC),1.56,7.18,0.727,0.725,0.669,0.26,11,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
MYC,Pancreatic (PDAC),9.4,0.87,0.942,0.985,0.934,0.395,60,1,real,Literature,clinical,Oncogene,Gene,up,Mutated Gene
AKT2,Pancreatic (PDAC),7.29,1.83,0.916,0.655,0.582,0.379,10,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
AKT3,Pancreatic (PDAC),6.66,2.16,0.898,0.572,0.477,0.367,12,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
AKT1,Pancreatic (PDAC),9.22,0.61,0.924,0.913,0.903,0.384,2,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
PRKCI,Pancreatic (PDAC),7.84,1.39,0.655,0.729,0.674,0.215,7,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
DAXX,Pancreatic (PDAC),1.5,4.81,0.652,0.713,0.654,0.214,2,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
MEF2B,Pancreatic (PDAC),7.78,1.57,0.837,0.721,0.664,0.329,8,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
DICER1,Pancreatic (PDAC),1.98,6.35,0.662,0.8,0.763,0.22,8,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
KNSTRN,Pancreatic (PDAC),9.42,1.22,0.871,0.94,0.937,0.351,6,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
NUP93,Pancreatic (PDAC),0.93,6.74,0.65,0.611,0.526,0.213,9,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
AR,Pancreatic (PDAC),8.99,0.91,0.945,0.882,0.865,0.397,4,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
MTAP,Pancreatic (PDAC),2.76,5.39,0.637,0.943,0.942,0.205,4,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
PRKAR1A,Pancreatic (PDAC),1.65,5.06,0.911,0.741,0.689,0.376,3,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
PRKD1,Pancreatic (PDAC),6.99,0.95,0.834,0.615,0.531,0.327,4,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
MAPKAP1,Pancreatic (PDAC),7.7,2.12,0.577,0.71,0.65,0.167,12,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
PRDM14,Pancreatic (PDAC),8.11,0.94,0.554,0.765,0.719,0.152,4,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
GATA3,Pancreatic (PDAC),1.29,6.74,0.914,0.675,0.606,0.377,9,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
BCL10,Pancreatic (PDAC),8.82,0.77,0.718,0.859,0.836,0.255,3,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
GATA2,Pancreatic (PDAC),1.48,4.58,0.773,0.711,0.651,0.29,1,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
GATA1,Pancreatic (PDAC),0.84,4.64,0.706,0.594,0.505,0.248,1,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
GRIN2A,Pancreatic (PDAC),2.25,6.91,0.72,0.849,0.824,0.256,10,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
TERT,Pancreatic (PDAC),9.36,1.91,0.939,0.931,0.926,0.393,11,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
NTHL1,Pancreatic (PDAC),0.6,7.43,0.812,0.551,0.451,0.314,12,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
RAD21,Pancreatic (PDAC),8.04,0.48,0.721,0.756,0.707,0.257,1,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
PLCG2,Pancreatic (PDAC),7.0,0.98,0.668,0.616,0.533,0.224,4,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
NKX2-1,Pancreatic (PDAC),8.03,1.89,0.879,0.754,0.704,0.355,10,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
BARD1,Pancreatic (PDAC),2.65,4.58,0.887,0.923,0.916,0.361,1,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
LYN,Pancreatic (PDAC),9.03,0.62,0.639,0.888,0.872,0.206,2,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
JUN,Pancreatic (PDAC),9.16,0.73,0.635,0.904,0.893,0.203,3,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
CREBBP,Pancreatic (PDAC),2.75,6.58,0.674,0.941,0.939,0.227,9,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
PLK2,Pancreatic (PDAC),0.92,4.68,0.733,0.609,0.523,0.264,1,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
BRAF,Pancreatic (PDAC),7.07,1.35,0.898,0.626,0.546,0.368,7,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
H1-2,Pancreatic (PDAC),0.89,6.09,0.847,0.603,0.517,0.336,7,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
CYLD,Pancreatic (PDAC),1.35,5.67,0.669,0.687,0.621,0.225,5,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
AGO2,Pancreatic (PDAC),8.13,0.82,0.756,0.768,0.722,0.279,3,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
FAT1,Pancreatic (PDAC),1.56,6.55,0.673,0.724,0.667,0.227,9,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
REL,Pancreatic (PDAC),7.66,0.45,0.585,0.705,0.644,0.172,1,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
CDK12,Pancreatic (PDAC),2.08,6.93,0.771,0.82,0.787,0.288,10,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
EZH1,Pancreatic (PDAC),7.97,1.89,0.882,0.746,0.695,0.357,10,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
EZH2,Pancreatic (PDAC),9.15,1.17,0.787,0.903,0.892,0.298,6,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
RET,Pancreatic (PDAC),6.7,1.77,0.835,0.576,0.483,0.328,10,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
CDKN1A,Pancreatic (PDAC),1.65,5.81,0.795,0.74,0.688,0.303,6,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
SETD2,Pancreatic (PDAC),1.88,5.34,0.723,0.783,0.741,0.258,4,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
CDKN1B,Pancreatic (PDAC),2.73,4.93,0.911,0.937,0.933,0.376,2,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
CTCF,Pancreatic (PDAC),1.96,6.49,0.559,0.796,0.758,0.156,8,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
GLI1,Pancreatic (PDAC),9.34,0.49,0.903,0.929,0.924,0.371,1,1,real,Literature,preclinical,Oncogene,Gene,up,Mutated Gene
PHF6,Pancreatic (PDAC),2.79,5.09,0.766,0.948,0.947,0.285,3,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
BBC3,Pancreatic (PDAC),1.34,4.84,0.647,0.684,0.617,0.211,2,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
MED12,Pancreatic (PDAC),2.62,6.4,0.875,0.918,0.91,0.353,8,1,real,Literature,preclinical,Tumor Suppressor,Gene,down,Mutated Gene
